TERM,TERM_DESC,SUBJ,NUMB,class,CRN,INSTRUCTOR,AP,A,AM,BP,B,BM,CP,C,CM,DP,D,DM,F,P,N,OTHER,W,TOT_NON_W,atot,btot,ctot,dtot,ftot,tot,aprec,bprec,cprec,dprec,fprec,is_faculty
201404,Summer 2015,GEOL,406,GEOL406,40982,"Giachetti, Thomas",1,5,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,19,10,9,0,0,0,19,52.63157895,47.36842105,0,0,0,0
201504,Summer 2016,GEOL,406,GEOL406,40929,"Miller, Marli Bryant",0,1,4,8,2,0,1,0,0,0,0,0,0,0,0,0,0,16,5,10,1,0,0,16,31.25,62.5,6.25,0,0,0
201504,Summer 2016,GEOL,406,GEOL406,40930,"Castonguay, Samuel Robert",0,2,3,0,7,3,0,2,0,0,0,0,0,0,0,0,0,17,5,10,2,0,0,17,29.41176471,58.82352941,11.76470588,0,0,0
201504,Summer 2016,GEOL,406,GEOL406,40931,"Karlstrom, Leif Arthur",2,2,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,16,6,6,4,0,0,16,37.5,37.5,25,0,0,0
201504,Summer 2016,GEOL,406,GEOL406,42111,"Sutherland, David Alan",1,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,17,13,4,0,0,0,17,76.47058824,23.52941176,0,0,0,0
201302,Winter 2014,GEOL,410,GEOL410,28079,"Armentrout, John Meyers",0,3,3,2,0,1,0,1,0,0,0,0,0,1,0,0,2,11,6,3,1,0,0,10,60,30,10,0,0,0
201302,Winter 2014,GEOL,410,GEOL410,28083,"Blackwell, David Lewis",6,3,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,15,9,5,1,0,0,15,60,33.33333333,6.666666667,0,0,0
201402,Winter 2015,GEOL,410,GEOL410,22524,"Blackwell, David Lewis",0,1,2,2,5,3,0,2,0,0,0,0,0,0,0,0,0,15,3,10,2,0,0,15,20,66.66666667,13.33333333,0,0,0
201502,Winter 2016,GEOL,410,GEOL410,22639,"Sutherland, David Alan",0,1,2,0,2,1,4,0,1,0,0,0,0,0,0,0,0,11,3,3,5,0,0,11,27.27272727,27.27272727,45.45454545,0,0,0
201502,Winter 2016,GEOL,410,GEOL410,26077,"Armentrout, John Meyers",4,4,4,2,3,3,0,1,0,0,0,0,0,0,0,0,0,21,12,8,1,0,0,21,57.14285714,38.0952381,4.761904762,0,0,0
201502,Winter 2016,GEOL,410,GEOL410,26084,"Wallace, Paul J.",2,2,5,2,1,2,0,0,0,0,0,0,0,1,0,0,0,15,9,5,0,0,0,14,64.28571429,35.71428571,0,0,0,0
201503,Spring 2016,GEOL,410,GEOL410,36059,"Roering, Joshua Joseph",0,2,0,5,5,0,1,0,0,0,0,0,0,1,0,1,0,15,2,10,1,0,0,13,15.38461538,76.92307692,7.692307692,0,0,0
201302,Winter 2014,GEOL,418,GEOL418,23836,"Davis, Edward Byrd",0,12,3,11,6,7,0,0,0,1,0,0,1,0,0,0,0,41,15,24,0,1,1,41,36.58536585,58.53658537,0,2.43902439,2.43902439,0
201402,Winter 2015,GEOL,418,GEOL418,22527,"Roering, Joshua Joseph",0,5,0,3,9,3,0,2,1,3,5,0,0,0,0,0,3,31,5,15,3,8,0,31,16.12903226,48.38709677,9.677419355,25.80645161,0,0
201502,Winter 2016,GEOL,418,GEOL418,22640,"Reed, Mark Hudson",0,10,1,0,4,4,1,1,0,0,1,0,2,2,2,0,5,28,11,8,2,1,2,24,45.83333333,33.33333333,8.333333333,4.166666667,8.333333333,0
201301,Fall 2013,GEOL,425,GEOL425,13567,"Hopkins, Samantha Sara Brittany",0,5,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,0,0,0,11,63.63636364,36.36363636,0,0,0,0
201401,Fall 2014,GEOL,434,GEOL434,16072,"Roering, Joshua Joseph",1,3,1,2,0,0,0,0,1,2,0,0,1,0,0,0,0,11,5,2,1,2,1,11,45.45454545,18.18181818,9.090909091,18.18181818,9.090909091,0
201501,Fall 2015,GEOL,441,GEOL441,15996,"Hagimoto, Yutaka",0,4,2,1,1,3,0,0,0,0,0,0,1,0,0,0,1,12,6,5,0,0,1,12,50,41.66666667,0,0,8.333333333,0
201303,Spring 2014,GEOL,451,GEOL451,35123,"Reed, Mark Hudson",0,3,0,3,4,0,0,0,0,0,0,0,0,1,0,0,1,11,3,7,0,0,0,10,30,70,0,0,0,0
201303,Spring 2014,GEOL,472,GEOL472,35124,"Watkins, James M.",0,2,1,3,3,2,2,1,0,0,0,0,0,0,0,0,0,14,3,8,3,0,0,14,21.42857143,57.14285714,21.42857143,0,0,0
201401,Fall 2014,GEOL,510,GEOL510,16097,"Mitzen, Lindsey Marie",0,4,3,0,1,0,0,0,0,0,0,0,0,5,0,1,0,14,7,1,0,0,0,8,87.5,12.5,0,0,0,0
201301,Fall 2013,HPHY,101,HPHY101,13822,"Beasley, Kara Marie",2,141,28,14,18,9,0,3,3,1,1,0,0,3,2,0,0,225,171,41,6,2,0,220,77.72727273,18.63636364,2.727272727,0.909090909,0,0
201304,Summer 2014,HPHY,101,HPHY101,46599,"Miner, Jennifer Ann",0,1,7,8,6,8,0,3,3,0,0,1,0,1,1,1,1,40,8,22,6,1,0,37,21.62162162,59.45945946,16.21621622,2.702702703,0,0
201401,Fall 2014,HPHY,101,HPHY101,12995,"Miner, Jennifer Ann",2,12,8,10,14,11,4,5,7,0,0,0,0,1,0,1,0,75,22,35,16,0,0,73,30.1369863,47.94520548,21.91780822,0,0,0
201404,Summer 2015,HPHY,101,HPHY101,41041,"Hopkins, Robin M.",2,3,6,2,3,3,2,0,2,0,0,0,2,2,0,0,2,27,11,8,4,0,2,25,44,32,16,0,8,0
201501,Fall 2015,HPHY,102,HPHY102,17275,"Hannigan, James John",5,23,11,13,2,5,1,2,2,0,1,0,3,4,2,0,1,74,39,20,5,1,3,68,57.35294118,29.41176471,7.352941176,1.470588235,4.411764706,0
201504,Summer 2016,HPHY,102,HPHY102,42388,"Hannigan, James John",7,2,2,4,3,3,1,0,1,0,0,0,0,1,1,0,1,25,11,10,2,0,0,23,47.82608696,43.47826087,8.695652174,0,0,0
201304,Summer 2014,HPHY,103,HPHY103,46600,"Hannigan, James John",3,2,3,5,3,1,2,0,1,0,0,0,0,3,0,0,1,23,8,9,3,0,0,20,40,45,15,0,0,0
201402,Winter 2015,HPHY,103,HPHY103,26269,"Katz, Vern L.",11,37,29,24,16,6,7,4,2,0,5,0,3,4,1,0,1,149,77,46,13,5,3,144,53.47222222,31.94444444,9.027777778,3.472222222,2.083333333,0
201303,Spring 2014,HPHY,104,HPHY104,38738,"Katz, Vern L.",15,36,12,8,34,9,2,17,2,1,3,0,0,9,0,0,2,148,63,51,21,4,0,139,45.32374101,36.69064748,15.10791367,2.877697842,0,0
201403,Spring 2015,HPHY,104,HPHY104,32777,"Katz, Vern L.",5,22,4,5,32,4,6,7,1,1,3,1,0,7,2,0,0,100,31,41,14,5,0,91,34.06593407,45.05494505,15.38461538,5.494505495,0,0
201503,Spring 2016,HPHY,104,HPHY104,32735,"Skoog, Ingrid Adrienne",4,12,4,5,18,1,1,9,1,3,6,0,1,11,2,0,0,78,20,24,11,9,1,65,30.76923077,36.92307692,16.92307692,13.84615385,1.538461538,0
201303,Spring 2014,HPHY,105,HPHY105,38586,"Skoog, Ingrid Adrienne",15,27,33,19,19,10,6,5,0,0,1,1,2,7,2,0,3,147,75,48,11,2,2,138,54.34782609,34.7826087,7.971014493,1.449275362,1.449275362,0
201403,Spring 2015,HPHY,105,HPHY105,32784,"Skoog, Ingrid Adrienne",16,17,31,20,16,18,8,2,3,1,1,0,0,6,6,0,5,145,64,54,13,2,0,133,48.12030075,40.60150376,9.77443609,1.503759398,0,0
201502,Winter 2016,HPHY,105,HPHY105,26173,"Dawson, Sierra",0,42,0,0,24,0,0,4,0,0,1,0,1,4,0,0,1,76,42,24,4,1,1,72,58.33333333,33.33333333,5.555555556,1.388888889,1.388888889,0
201304,Summer 2014,HPHY,111,HPHY111,48106,"Dawson, Sierra",2,2,5,2,3,1,2,1,1,0,2,0,0,2,0,1,0,24,9,6,4,2,0,21,42.85714286,28.57142857,19.04761905,9.523809524,0,0
201404,Summer 2015,HPHY,111,HPHY111,41043,"Dawson, Sierra",2,4,8,5,2,2,0,1,0,0,0,0,1,0,0,0,0,25,14,9,1,0,1,25,56,36,4,0,4,0
201504,Summer 2016,HPHY,111,HPHY111,40995,"Miner, Jonathon Cory",1,3,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,12,7,4,0,0,0,11,63.63636364,36.36363636,0,0,0,0
201301,Fall 2013,HPHY,211,HPHY211,18203,"Miner, Jonathon Cory",2,10,28,22,19,16,14,13,8,0,6,0,2,1,0,0,8,141,40,57,35,6,2,140,28.57142857,40.71428571,25,4.285714286,1.428571429,0
201302,Winter 2014,HPHY,211,HPHY211,24090,"Miner, Jonathon Cory",17,27,19,23,38,27,20,11,10,0,12,0,2,2,9,0,6,217,63,88,41,12,2,206,30.58252427,42.7184466,19.90291262,5.825242718,0.970873786,0
201303,Spring 2014,HPHY,211,HPHY211,35346,"Miner, Jonathon Cory",16,31,27,23,32,17,16,18,8,8,6,0,8,1,2,0,4,213,74,72,42,14,8,210,35.23809524,34.28571429,20,6.666666667,3.80952381,0
201304,Summer 2014,HPHY,211,HPHY211,46602,"Hopkins, Robin M.",2,5,7,4,9,1,2,6,2,0,2,0,1,0,0,0,1,41,14,14,10,2,1,41,34.14634146,34.14634146,24.3902439,4.87804878,2.43902439,0
201401,Fall 2014,HPHY,211,HPHY211,13005,"Hopkins, Robin M.",21,43,33,15,11,11,5,1,0,0,2,0,0,0,0,0,2,142,97,37,6,2,0,142,68.30985915,26.05633803,4.225352113,1.408450704,0,0
201402,Winter 2015,HPHY,211,HPHY211,22783,"Hocker, Austin Dean",15,42,40,15,14,9,5,2,2,0,0,0,3,0,1,0,3,148,97,38,9,0,3,147,65.98639456,25.85034014,6.12244898,0,2.040816327,0
201403,Spring 2015,HPHY,211,HPHY211,32791,"Hopkins, Robin M.",8,49,33,18,12,8,0,7,5,0,5,0,4,0,0,0,1,149,90,38,12,5,4,149,60.40268456,25.5033557,8.053691275,3.355704698,2.684563758,0
201404,Summer 2015,HPHY,211,HPHY211,41044,"Hopkins, Robin M.",3,13,5,0,1,0,0,1,0,0,1,0,0,2,0,2,0,28,21,1,1,1,0,24,87.5,4.166666667,4.166666667,4.166666667,0,0
201501,Fall 2015,HPHY,211,HPHY211,12895,"Hopkins, Robin M.",7,22,25,16,20,5,7,0,2,0,1,0,0,0,3,0,2,108,54,41,9,1,0,105,51.42857143,39.04761905,8.571428571,0.952380952,0,0
201502,Winter 2016,HPHY,211,HPHY211,22882,"Callahan, Alice Sawyer Green",33,68,42,28,24,14,6,6,4,0,3,0,6,0,1,0,14,235,143,66,16,3,6,234,61.11111111,28.20512821,6.837606838,1.282051282,2.564102564,0
201503,Spring 2016,HPHY,211,HPHY211,32747,"Hopkins, Robin M.",17,38,36,21,9,9,5,0,1,0,4,0,1,0,2,0,6,143,91,39,6,4,1,141,64.53900709,27.65957447,4.255319149,2.836879433,0.709219858,0
201504,Summer 2016,HPHY,211,HPHY211,40996,"Karduna, Andrew Robert",10,8,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,24,22,2,0,0,0,24,91.66666667,8.333333333,0,0,0,0
201302,Winter 2014,HPHY,212,HPHY212,27660,"Karduna, Andrew Robert",2,57,21,25,67,8,9,13,1,0,3,0,5,0,1,0,2,212,80,100,23,3,5,211,37.91469194,47.39336493,10.90047393,1.421800948,2.369668246,0
201303,Spring 2014,HPHY,212,HPHY212,35348,"Davis, James Thomas",3,51,25,20,59,11,6,25,4,0,7,0,3,0,2,0,6,216,79,90,35,7,3,214,36.91588785,42.05607477,16.35514019,3.271028037,1.401869159,0
201304,Summer 2014,HPHY,212,HPHY212,46604,"Matern, Philip D.",1,13,9,4,7,0,2,0,0,0,1,0,0,0,0,0,0,37,23,11,2,1,0,37,62.16216216,29.72972973,5.405405405,2.702702703,0,0
201401,Fall 2014,HPHY,212,HPHY212,16127,"Karduna, Andrew Robert",1,21,17,13,31,9,3,25,3,0,8,0,4,0,1,2,4,138,39,53,31,8,4,135,28.88888889,39.25925926,22.96296296,5.925925926,2.962962963,0
201403,Spring 2015,HPHY,212,HPHY212,32795,"Matern, Philip D.",0,61,35,28,73,19,18,25,2,0,8,0,1,0,2,0,3,272,96,120,45,8,1,270,35.55555556,44.44444444,16.66666667,2.962962963,0.37037037,0
201404,Summer 2015,HPHY,212,HPHY212,41046,"Matern, Philip D.",4,15,0,4,3,1,1,0,0,0,1,0,1,0,0,0,0,30,19,8,1,1,1,30,63.33333333,26.66666667,3.333333333,3.333333333,3.333333333,0
201501,Fall 2015,HPHY,212,HPHY212,12896,"Karduna, Andrew Robert",10,21,20,17,18,11,6,3,3,0,5,0,3,1,2,2,5,122,51,46,12,5,3,117,43.58974359,39.31623932,10.25641026,4.273504274,2.564102564,0
201503,Spring 2016,HPHY,212,HPHY212,32748,"Matern, Philip D.",5,92,27,22,36,14,0,6,0,0,3,0,0,0,1,0,3,206,124,72,6,3,0,205,60.48780488,35.12195122,2.926829268,1.463414634,0,0
201504,Summer 2016,HPHY,212,HPHY212,40998,"Runyeon, Jon W.",4,22,2,1,3,3,0,0,0,0,0,0,1,0,0,0,0,36,28,7,0,0,1,36,77.77777778,19.44444444,0,0,2.777777778,0
201301,Fall 2013,HPHY,321,HPHY321,13835,"Runyeon, Jon W.",2,18,29,40,76,45,32,23,11,0,16,0,6,0,0,0,6,298,49,161,66,16,6,298,16.44295302,54.02684564,22.14765101,5.369127517,2.013422819,0
201301,Fall 2013,HPHY,321,HPHY321,17986,"Hyler, Jacqlyn Shiri",0,2,6,1,6,1,2,2,1,0,0,0,0,0,0,0,0,21,8,8,5,0,0,21,38.0952381,38.0952381,23.80952381,0,0,0
201304,Summer 2014,HPHY,321,HPHY321,46607,"Runyeon, Jon W.",1,2,5,0,5,2,1,8,2,0,2,0,1,0,1,0,1,30,8,7,11,2,1,29,27.5862069,24.13793103,37.93103448,6.896551724,3.448275862,0
201401,Fall 2014,HPHY,321,HPHY321,13008,"Hyler, Jacqlyn Shiri",8,44,41,48,50,30,23,21,6,0,16,0,4,0,0,0,3,291,93,128,50,16,4,291,31.95876289,43.9862543,17.18213058,5.498281787,1.374570447,0
201404,Summer 2015,HPHY,321,HPHY321,41049,"Runyeon, Jon W.",0,4,5,3,5,5,2,4,0,2,1,0,1,0,0,0,1,32,9,13,6,3,1,32,28.125,40.625,18.75,9.375,3.125,0
201501,Fall 2015,HPHY,321,HPHY321,12903,"Peterson, Quinn A.",15,23,24,35,51,28,27,44,8,0,25,0,7,0,0,1,4,288,62,114,79,25,7,287,21.60278746,39.72125436,27.5261324,8.710801394,2.43902439,0
201504,Summer 2016,HPHY,321,HPHY321,41001,"Dawson, Sierra",0,6,3,5,5,5,4,2,2,0,1,0,0,0,0,0,2,33,9,15,8,1,0,33,27.27272727,45.45454545,24.24242424,3.03030303,0,0
201301,Fall 2013,HPHY,322,HPHY322,13853,"Dawson, Sierra",13,40,43,48,53,37,29,24,9,0,11,0,7,0,0,0,5,314,96,138,62,11,7,314,30.57324841,43.94904459,19.74522293,3.503184713,2.229299363,0
201301,Fall 2013,HPHY,322,HPHY322,17988,"Ely, Brett Romano",0,3,5,4,1,1,2,1,1,0,0,0,0,0,0,0,0,18,8,6,4,0,0,18,44.44444444,33.33333333,22.22222222,0,0,0
201304,Summer 2014,HPHY,322,HPHY322,46612,"Dawson, Sierra",1,3,4,4,4,4,2,2,0,0,0,0,1,0,0,0,1,25,8,12,4,0,1,25,32,48,16,0,4,0
201401,Fall 2014,HPHY,322,HPHY322,13046,"Hocker, Austin Dean",5,21,24,44,60,33,22,40,14,0,21,0,5,0,0,0,4,289,50,137,76,21,5,289,17.30103806,47.40484429,26.29757785,7.266435986,1.730103806,0
201404,Summer 2015,HPHY,322,HPHY322,41053,"Dawson, Sierra",1,8,6,3,10,2,3,3,1,0,1,0,0,0,0,0,2,38,15,15,7,1,0,38,39.47368421,39.47368421,18.42105263,2.631578947,0,0
201501,Fall 2015,HPHY,322,HPHY322,12939,"Davis, James Thomas",11,50,43,48,47,34,15,16,3,0,9,0,2,0,0,0,2,278,104,129,34,9,2,278,37.41007194,46.4028777,12.23021583,3.237410072,0.71942446,0
201504,Summer 2016,HPHY,322,HPHY322,41005,"Runyeon, Jon W.",1,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,12,7,5,0,0,0,12,58.33333333,41.66666667,0,0,0,0
201302,Winter 2014,HPHY,323,HPHY323,24094,"Runyeon, Jon W.",10,27,22,38,51,31,30,21,17,0,16,0,4,0,0,0,3,267,59,120,68,16,4,267,22.09737828,44.94382022,25.46816479,5.992509363,1.498127341,0
201302,Winter 2014,HPHY,323,HPHY323,27749,"Miner, Jennifer Ann",1,4,6,0,5,2,0,3,0,0,0,0,1,0,0,0,0,22,11,7,3,0,1,22,50,31.81818182,13.63636364,0,4.545454545,0
201304,Summer 2014,HPHY,323,HPHY323,46616,"Runyeon, Jon W.",2,1,5,1,6,3,2,9,0,1,0,0,0,0,0,0,0,30,8,10,11,1,0,30,26.66666667,33.33333333,36.66666667,3.333333333,0,0
201402,Winter 2015,HPHY,323,HPHY323,22797,"Runyeon, Jon W.",17,38,34,46,52,35,16,16,8,0,10,0,2,0,1,0,2,275,89,133,40,10,2,274,32.48175182,48.54014599,14.59854015,3.649635036,0.729927007,0
201404,Summer 2015,HPHY,323,HPHY323,41056,"Runyeon, Jon W.",0,5,3,6,2,4,4,7,1,0,0,0,0,0,0,0,0,32,8,12,12,0,0,32,25,37.5,37.5,0,0,0
201502,Winter 2016,HPHY,323,HPHY323,22883,"Runyeon, Jon W.",14,31,31,34,41,29,33,24,4,0,7,0,3,0,0,0,2,251,76,104,61,7,3,251,30.27888446,41.43426295,24.30278884,2.788844622,1.195219124,0
201504,Summer 2016,HPHY,323,HPHY323,41008,"Dawson, Sierra",0,6,7,5,6,1,2,3,0,0,4,0,0,0,0,0,0,34,13,12,5,4,0,34,38.23529412,35.29411765,14.70588235,11.76470588,0,0
201302,Winter 2014,HPHY,324,HPHY324,24111,"Dawson, Sierra",13,33,32,26,41,33,27,32,12,0,18,0,1,1,0,0,2,269,78,100,71,18,1,268,29.10447761,37.31343284,26.49253731,6.71641791,0.373134328,0
201302,Winter 2014,HPHY,324,HPHY324,27750,"Mattox, Kimber Marie",1,4,5,4,4,3,1,2,0,0,2,0,0,0,0,0,1,26,10,11,3,2,0,26,38.46153846,42.30769231,11.53846154,7.692307692,0,0
201304,Summer 2014,HPHY,324,HPHY324,46620,"Dawson, Sierra",1,4,5,4,7,7,6,1,1,0,1,0,0,0,0,0,1,37,10,18,8,1,0,37,27.02702703,48.64864865,21.62162162,2.702702703,0,0
201402,Winter 2015,HPHY,324,HPHY324,22833,"Mattox, Kimber Marie",14,29,35,51,48,29,30,14,7,0,4,0,0,0,2,0,1,263,78,128,51,4,0,261,29.88505747,49.04214559,19.54022989,1.53256705,0,0
201404,Summer 2015,HPHY,324,HPHY324,41060,"Mattox, Kimber Marie",2,2,5,2,10,2,2,2,2,0,0,0,0,0,0,0,0,29,9,14,6,0,0,29,31.03448276,48.27586207,20.68965517,0,0,0
201502,Winter 2016,HPHY,324,HPHY324,22900,"Mattox, Kimber Marie",10,33,42,33,48,26,20,21,1,0,4,0,1,0,0,0,1,239,85,107,42,4,1,239,35.56485356,44.76987448,17.57322176,1.673640167,0.418410042,0
201504,Summer 2016,HPHY,324,HPHY324,41012,"Miner, Jennifer Ann",0,2,2,0,4,4,1,2,1,1,0,0,0,0,0,0,0,17,4,8,4,1,0,17,23.52941176,47.05882353,23.52941176,5.882352941,0,0
201303,Spring 2014,HPHY,325,HPHY325,35364,"Miner, Jennifer Ann",13,45,41,47,37,16,13,19,6,4,4,0,0,0,1,0,2,246,99,100,38,8,0,245,40.40816327,40.81632653,15.51020408,3.265306122,0,0
201303,Spring 2014,HPHY,325,HPHY325,39060,"Runyeon, Jon W.",1,2,4,2,1,2,2,0,0,0,0,0,0,0,0,0,0,14,7,5,2,0,0,14,50,35.71428571,14.28571429,0,0,0
201304,Summer 2014,HPHY,325,HPHY325,46623,"Hopkins, Robin M.",0,2,8,6,4,5,3,1,0,0,1,0,0,0,0,0,1,30,10,15,4,1,0,30,33.33333333,50,13.33333333,3.333333333,0,0
201403,Spring 2015,HPHY,325,HPHY325,32805,"Miner, Jennifer Ann",5,28,54,50,48,41,10,11,1,0,4,0,1,0,0,0,0,253,87,139,22,4,1,253,34.38735178,54.94071146,8.695652174,1.581027668,0.395256917,0
201404,Summer 2015,HPHY,325,HPHY325,41063,"Hopkins, Robin M.",1,2,3,5,4,6,1,0,0,0,2,0,0,0,0,0,0,24,6,15,1,2,0,24,25,62.5,4.166666667,8.333333333,0,0
201503,Spring 2016,HPHY,325,HPHY325,32760,"King, Jacqlyn Hyler",4,40,41,31,58,27,18,18,2,0,6,0,0,0,0,1,0,246,85,116,38,6,0,245,34.69387755,47.34693878,15.51020408,2.448979592,0,0
201504,Summer 2016,HPHY,325,HPHY325,41015,"Christie, Anita D.",0,0,0,1,5,2,5,1,1,0,0,0,0,0,0,0,0,15,0,8,7,0,0,15,0,53.33333333,46.66666667,0,0,0
201302,Winter 2014,HPHY,333,HPHY333,27695,"Christie, Anita D.",2,20,19,18,31,12,9,9,2,4,0,0,0,1,3,0,1,130,41,61,20,4,0,126,32.53968254,48.41269841,15.87301587,3.174603175,0,0
201402,Winter 2015,HPHY,333,HPHY333,22863,"Lo, On-Yee",3,25,43,26,26,10,6,11,0,2,0,0,1,0,1,0,2,154,71,62,17,2,1,153,46.40522876,40.52287582,11.11111111,1.307189542,0.653594771,0
201404,Summer 2015,HPHY,333,HPHY333,42198,"Christie, Anita D.",0,2,4,7,7,2,0,2,0,2,0,0,0,0,0,0,0,26,6,16,2,2,0,26,23.07692308,61.53846154,7.692307692,7.692307692,0,0
201501,Fall 2015,HPHY,333,HPHY333,16768,"Nichols, Brian Reed",3,22,17,20,18,13,7,3,2,4,0,0,0,0,0,0,2,109,42,51,12,4,0,109,38.53211009,46.78899083,11.00917431,3.669724771,0,0
201503,Spring 2016,HPHY,337,HPHY337,37314,"Golden, Grace Marie",2,11,0,2,7,0,2,1,1,0,0,0,0,0,0,0,1,26,13,9,4,0,0,26,50,34.61538462,15.38461538,0,0,0
201301,Fall 2013,HPHY,362,HPHY362,13868,"Golden, Grace Marie",3,23,25,21,24,14,11,6,3,0,1,0,0,0,0,0,1,131,51,59,20,1,0,131,38.93129771,45.03816794,15.26717557,0.763358779,0,0
201302,Winter 2014,HPHY,362,HPHY362,28355,"Golden, Grace Marie",1,3,3,3,6,0,2,0,0,0,0,0,0,0,0,0,2,18,7,9,2,0,0,18,38.88888889,50,11.11111111,0,0,0
201304,Summer 2014,HPHY,362,HPHY362,46627,"Golden, Grace Marie",1,6,4,9,5,1,1,0,1,0,1,0,0,0,0,0,0,29,11,15,2,1,0,29,37.93103448,51.72413793,6.896551724,3.448275862,0,0
201401,Fall 2014,HPHY,362,HPHY362,13078,"Golden, Grace Marie",1,22,29,32,22,11,5,4,3,0,3,0,0,0,0,0,0,132,52,65,12,3,0,132,39.39393939,49.24242424,9.090909091,2.272727273,0,0
201403,Spring 2015,HPHY,362,HPHY362,36905,"Golden, Grace Marie",2,7,5,6,7,6,3,3,0,0,1,0,0,0,0,0,1,40,14,19,6,1,0,40,35,47.5,15,2.5,0,0
201501,Fall 2015,HPHY,362,HPHY362,12969,"Golden, Grace Marie",12,28,24,20,26,11,6,3,1,0,1,0,0,0,0,0,0,132,64,57,10,1,0,132,48.48484848,43.18181818,7.575757576,0.757575758,0,0
201504,Summer 2016,HPHY,362,HPHY362,42195,"Halliwill, John R.",1,7,7,1,3,4,0,1,0,0,0,0,0,0,0,0,0,24,15,8,1,0,0,24,62.5,33.33333333,4.166666667,0,0,0
201303,Spring 2014,HPHY,371,HPHY371,35390,"Halliwill, John R.",14,38,49,48,56,28,15,7,3,0,1,0,0,0,0,0,0,259,101,132,25,1,0,259,38.996139,50.96525097,9.652509653,0.386100386,0,0
201303,Spring 2014,HPHY,371,HPHY371,39602,"Mattox, Kimber Marie",0,2,4,3,5,1,2,1,0,0,0,0,0,0,0,0,1,18,6,9,3,0,0,18,33.33333333,50,16.66666667,0,0,0
201304,Summer 2014,HPHY,371,HPHY371,46630,"Matern, Philip D.",1,1,7,4,4,7,2,4,1,0,0,0,0,0,0,0,0,31,9,15,7,0,0,31,29.03225806,48.38709677,22.58064516,0,0,0
201403,Spring 2015,HPHY,371,HPHY371,32837,"Mattox, Kimber Marie",6,28,36,35,35,28,8,3,0,0,0,0,1,0,0,0,1,180,70,98,11,0,1,180,38.88888889,54.44444444,6.111111111,0,0.555555556,0
201404,Summer 2015,HPHY,371,HPHY371,41069,"Sieck, Dylan Charles",1,4,11,10,10,16,3,2,0,0,1,0,0,0,0,1,1,59,16,36,5,1,0,58,27.5862069,62.06896552,8.620689655,1.724137931,0,0
201503,Spring 2016,HPHY,371,HPHY371,32778,"Karduna, Andrew Robert",11,34,78,37,31,23,6,4,0,0,0,0,0,0,0,2,0,226,123,91,10,0,0,224,54.91071429,40.625,4.464285714,0,0,0
201301,Fall 2013,HPHY,381,HPHY381,16903,"Lo, On-Yee",2,28,12,13,46,7,9,4,1,0,1,0,0,0,0,0,1,123,42,66,14,1,0,123,34.14634146,53.65853659,11.38211382,0.81300813,0,0
201304,Summer 2014,HPHY,381,HPHY381,46632,"Hahn, Michael E.",0,1,2,2,7,3,2,4,0,0,0,0,0,0,0,0,0,21,3,12,6,0,0,21,14.28571429,57.14285714,28.57142857,0,0,0
201401,Fall 2014,HPHY,381,HPHY381,13085,"Hannigan, James John",0,24,11,14,20,6,2,5,0,0,2,0,0,0,0,0,0,84,35,40,7,2,0,84,41.66666667,47.61904762,8.333333333,2.380952381,0,0
201404,Summer 2015,HPHY,381,HPHY381,41072,"Karduna, Andrew Robert",1,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,13,1,0,0,0,14,92.85714286,7.142857143,0,0,0,0
201502,Winter 2016,HPHY,381,HPHY381,26299,"Matern, Philip D.",3,22,4,6,8,1,0,2,0,0,0,0,1,0,1,0,1,48,29,15,2,0,1,47,61.70212766,31.91489362,4.255319149,0,2.127659574,0
201502,Winter 2016,HPHY,399,HPHY399,26318,"Nichols, Brian Reed",3,6,4,3,16,3,2,4,0,0,0,0,0,0,0,0,2,41,13,22,6,0,0,41,31.70731707,53.65853659,14.63414634,0,0,0
201301,Fall 2013,HPHY,410,HPHY410,17973,"Mattox, Kimber Marie",0,8,3,3,10,1,2,3,1,0,0,0,0,1,0,0,0,32,11,14,6,0,0,31,35.48387097,45.16129032,19.35483871,0,0,0
201302,Winter 2014,HPHY,410,HPHY410,28008,"Roach, Sean Michael",2,8,11,3,4,0,1,0,0,0,0,0,0,0,0,0,0,29,21,7,1,0,0,29,72.4137931,24.13793103,3.448275862,0,0,0
201302,Winter 2014,HPHY,410,HPHY410,28260,"McCurdy, Carrie Evelyn",3,13,4,0,5,0,0,0,0,0,0,0,0,0,0,0,1,25,20,5,0,0,0,25,80,20,0,0,0,0
201303,Spring 2014,HPHY,410,HPHY410,39157,"Nichols, Brian Reed",1,0,1,4,3,2,0,4,0,0,1,0,0,0,0,0,0,16,2,9,4,1,0,16,12.5,56.25,25,6.25,0,0
201303,Spring 2014,HPHY,410,HPHY410,39190,"Nichols, Brian Reed",2,8,1,6,3,2,3,5,0,0,0,0,0,0,0,0,1,30,11,11,8,0,0,30,36.66666667,36.66666667,26.66666667,0,0,0
