TERM,TERM_DESC,SUBJ,NUMB,class,CRN,INSTRUCTOR,AP,A,AM,BP,B,BM,CP,C,CM,DP,D,DM,F,P,N,OTHER,W,TOT_NON_W,atot,btot,ctot,dtot,ftot,tot,aprec,bprec,cprec,dprec,fprec
201303,Spring 2014,PD,485,PD485,37095,"Germany, Jason ONeill",2,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,3,0,0,0,15,80,20,0,0,0
201303,Spring 2014,PD,485,PD485,39556,"Faste, Trygve Andreas",1,3,5,1,3,0,1,1,0,0,0,0,0,0,0,0,0,15,9,4,2,0,0,15,60,26.66666667,13.33333333,0,0
201403,Spring 2015,PD,485,PD485,34626,"Maitra, Avik",0,2,3,4,0,0,0,5,1,0,0,0,0,0,0,0,0,15,5,4,6,0,0,15,33.33333333,26.66666667,40,0,0
201403,Spring 2015,PD,485,PD485,34627,"Germany, Jason ONeill",0,3,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,13,8,4,1,0,0,13,61.53846154,30.76923077,7.692307692,0,0
201403,Spring 2015,PD,485,PD485,34628,"Faste, Trygve Andreas",0,1,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,9,6,0,0,0,15,60,40,0,0,0
201503,Spring 2016,PD,485,PD485,34610,"Selek, Erdem",2,4,4,2,0,1,0,2,0,0,0,0,0,0,0,0,0,15,10,3,2,0,0,15,66.66666667,20,13.33333333,0,0
201503,Spring 2016,PD,485,PD485,34611,"Esponnette, Elizabeth F.",3,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,11,9,1,1,0,0,11,81.81818182,9.090909091,9.090909091,0,0
201503,Spring 2016,PD,485,PD485,34612,"Leahy, John F.",2,6,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,13,9,4,0,0,0,13,69.23076923,30.76923077,0,0,0
201401,Fall 2014,PD,486,PD486,14795,"Smith, Wilson W.",0,0,2,2,5,1,3,0,0,0,0,0,0,0,0,0,0,13,2,8,3,0,0,13,15.38461538,61.53846154,23.07692308,0,0
201402,Winter 2015,PD,487,PD487,24651,"Pfeiffer, Diane Vanessa",0,2,3,2,2,0,2,1,1,0,0,0,0,0,0,0,0,13,5,4,4,0,0,13,38.46153846,30.76923077,30.76923077,0,0
201403,Spring 2015,PD,488,PD488,34630,"Cazavilan, Rachel Sarah",0,1,1,3,3,2,1,2,1,0,0,0,0,0,0,0,0,14,2,8,4,0,0,14,14.28571429,57.14285714,28.57142857,0,0
201301,Fall 2013,PEF,310,PEF310,18074,"Cazavilan, Rachel Sarah",5,15,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,28,20,8,0,0,0,28,71.42857143,28.57142857,0,0,0
201302,Winter 2014,PEF,310,PEF310,27683,"Cazavilan, Rachel Sarah",0,14,0,2,12,0,0,0,0,0,0,0,0,0,0,0,1,28,14,14,0,0,0,28,50,50,0,0,0
201303,Spring 2014,PEF,310,PEF310,38949,"Russell, Chantelle Raeanne",0,19,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,28,19,8,1,0,0,28,67.85714286,28.57142857,3.571428571,0,0
201402,Winter 2015,PEF,325,PEF325,26507,"Graham, Jessica Lynn",0,6,14,3,1,1,0,0,0,0,0,0,0,0,0,0,2,25,20,5,0,0,0,25,80,20,0,0,0
201401,Fall 2014,PEF,340,PEF340,16580,"Russell, Chantelle Raeanne",0,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,12,50,50,0,0,0
201503,Spring 2016,PEF,344,PEF344,36963,"Cazavilan, Rachel Sarah",3,9,5,2,5,2,0,0,0,0,0,0,0,0,0,0,2,26,17,9,0,0,0,26,65.38461538,34.61538462,0,0,0
201401,Fall 2014,PEF,345,PEF345,17279,"Cazavilan, Rachel Sarah",0,9,2,5,11,2,0,0,0,0,0,0,0,0,0,0,1,29,11,18,0,0,0,29,37.93103448,62.06896552,0,0,0
201402,Winter 2015,PEF,345,PEF345,24712,"Cazavilan, Rachel Sarah",0,17,0,3,10,0,1,0,0,0,0,0,0,0,0,0,1,31,17,13,1,0,0,31,54.83870968,41.93548387,3.225806452,0,0
201403,Spring 2015,PEF,345,PEF345,34690,"Cazavilan, Rachel Sarah",1,18,4,0,5,0,0,0,0,0,0,0,0,0,0,0,2,28,23,5,0,0,0,28,82.14285714,17.85714286,0,0,0
201501,Fall 2015,PEF,345,PEF345,14792,"Rubino, David Paul",0,16,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,27,16,11,0,0,0,27,59.25925926,40.74074074,0,0,0
201401,Fall 2014,PEL,310,PEL310,17282,"Rubino, David Paul",1,7,7,2,1,3,0,0,1,0,0,0,0,0,0,0,0,22,15,6,1,0,0,22,68.18181818,27.27272727,4.545454545,0,0
201402,Winter 2015,PEL,310,PEL310,26514,"Rubino, David Paul",5,6,10,4,2,2,0,0,0,0,0,0,0,0,0,0,0,29,21,8,0,0,0,29,72.4137931,27.5862069,0,0,0
201403,Spring 2015,PEL,310,PEL310,36633,"Rubino, David Paul",14,5,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,29,23,5,1,0,0,29,79.31034483,17.24137931,3.448275862,0,0
201501,Fall 2015,PEL,310,PEL310,14805,"Rubino, David Paul",3,12,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,29,20,9,0,0,0,29,68.96551724,31.03448276,0,0,0
201502,Winter 2016,PEL,310,PEL310,24765,"Rubino, David Paul",6,6,10,3,2,1,0,0,0,0,0,0,0,0,0,0,1,28,22,6,0,0,0,28,78.57142857,21.42857143,0,0,0
201503,Spring 2016,PEL,310,PEL310,34706,"Rubino, David Paul",7,8,4,5,0,0,2,0,1,0,0,0,0,0,0,0,0,27,19,5,3,0,0,27,70.37037037,18.51851852,11.11111111,0,0
201301,Fall 2013,PEL,399,PEL399,17090,"Rubino, David Paul",2,5,11,5,4,2,0,0,0,0,0,0,0,0,0,0,1,29,18,11,0,0,0,29,62.06896552,37.93103448,0,0,0
201302,Winter 2014,PEL,399,PEL399,27631,"Rubino, David Paul",3,1,9,4,4,3,0,1,0,0,0,0,0,0,0,0,1,25,13,11,1,0,0,25,52,44,4,0,0
201303,Spring 2014,PEL,399,PEL399,38958,"Strong, Michael Charles",7,10,4,2,2,0,0,1,0,0,0,0,0,0,0,0,1,26,21,4,1,0,0,26,80.76923077,15.38461538,3.846153846,0,0
201401,Fall 2014,PEO,285,PEO285,14946,"Strong, Michael Charles",7,7,3,9,3,7,5,0,1,0,1,0,4,0,0,0,1,47,17,19,6,1,4,47,36.17021277,40.42553191,12.76595745,2.127659574,8.510638298
201401,Fall 2014,PEO,285,PEO285,14947,"Strong, Michael Charles",3,3,4,6,3,6,2,1,0,0,0,0,4,0,0,0,3,32,10,15,3,0,4,32,31.25,46.875,9.375,0,12.5
201402,Winter 2015,PEO,285,PEO285,24793,"Strong, Michael Charles",8,8,3,10,7,6,5,2,2,0,2,0,2,0,0,0,3,55,19,23,9,2,2,55,34.54545455,41.81818182,16.36363636,3.636363636,3.636363636
201402,Winter 2015,PEO,285,PEO285,24794,"Strong, Michael Charles",9,9,4,7,3,7,4,0,0,0,4,0,0,0,0,0,3,47,22,17,4,4,0,47,46.80851064,36.17021277,8.510638298,8.510638298,0
201403,Spring 2015,PEO,285,PEO285,34786,"Strong, Michael Charles",3,4,3,7,8,4,3,1,1,0,2,0,4,0,0,0,9,40,10,19,5,2,4,40,25,47.5,12.5,5,10
201403,Spring 2015,PEO,285,PEO285,34787,"Strong, Michael Charles",9,5,6,5,4,13,0,3,4,0,2,0,3,0,0,0,3,54,20,22,7,2,3,54,37.03703704,40.74074074,12.96296296,3.703703704,5.555555556
201501,Fall 2015,PEO,285,PEO285,14870,"Strong, Michael Charles",9,8,9,8,12,3,5,2,1,0,1,0,2,0,0,0,3,60,26,23,8,1,2,60,43.33333333,38.33333333,13.33333333,1.666666667,3.333333333
201501,Fall 2015,PEO,285,PEO285,14871,"Strong, Michael Charles",5,8,5,8,5,6,1,2,1,0,0,0,2,0,0,0,4,43,18,19,4,0,2,43,41.86046512,44.18604651,9.302325581,0,4.651162791
201502,Winter 2016,PEO,285,PEO285,24827,"Strong, Michael Charles",10,5,4,6,6,5,3,3,3,0,0,0,2,0,0,0,5,47,19,17,9,0,2,47,40.42553191,36.17021277,19.14893617,0,4.255319149
201502,Winter 2016,PEO,285,PEO285,24828,"Strong, Michael Charles",7,8,12,9,7,3,5,2,3,0,1,0,2,0,0,0,0,59,27,19,10,1,2,59,45.76271186,32.20338983,16.94915254,1.694915254,3.389830508
201503,Spring 2016,PEO,285,PEO285,34775,"Strong, Michael Charles",3,6,10,5,3,3,1,0,0,0,0,0,0,0,0,0,4,31,19,11,1,0,0,31,61.29032258,35.48387097,3.225806452,0,0
201503,Spring 2016,PEO,285,PEO285,34776,"Dawson, Dustin Arthur",5,5,5,10,5,1,2,1,3,0,3,0,2,0,0,0,2,42,15,16,6,3,2,42,35.71428571,38.0952381,14.28571429,7.142857143,4.761904762
201503,Spring 2016,PEO,412,PEO412,36747,"Dawson, Dustin Arthur",3,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12,11,0,1,0,0,12,91.66666667,0,8.333333333,0,0
201403,Spring 2015,PEO,453,PEO453,34796,"Strong, Michael Charles",4,3,4,0,2,1,0,0,2,0,0,0,1,0,0,0,2,17,11,3,2,0,1,17,64.70588235,17.64705882,11.76470588,0,5.882352941
201402,Winter 2015,PEO,455,PEO455,24799,"Strong, Michael Charles",1,4,4,1,3,1,0,1,0,0,0,0,1,0,0,0,1,16,9,5,1,0,1,16,56.25,31.25,6.25,0,6.25
201301,Fall 2013,PEOL,285,PEOL285,15676,"Strong, Michael Charles",6,6,12,11,2,5,6,3,1,0,2,0,0,0,0,0,4,54,24,18,10,2,0,54,44.44444444,33.33333333,18.51851852,3.703703704,0
201301,Fall 2013,PEOL,285,PEOL285,15677,"Strong, Michael Charles",9,7,8,0,13,2,2,1,1,0,0,0,1,0,0,0,3,44,24,15,4,0,1,44,54.54545455,34.09090909,9.090909091,0,2.272727273
201302,Winter 2014,PEOL,285,PEOL285,25983,"Strong, Michael Charles",15,10,6,10,5,4,0,1,2,0,1,0,0,0,0,0,4,54,31,19,3,1,0,54,57.40740741,35.18518519,5.555555556,1.851851852,0
201302,Winter 2014,PEOL,285,PEOL285,25984,"Strong, Michael Charles",4,9,7,12,6,7,5,1,1,0,1,0,2,0,0,0,2,55,20,25,7,1,2,55,36.36363636,45.45454545,12.72727273,1.818181818,3.636363636
201303,Spring 2014,PEOL,285,PEOL285,37273,"Strong, Michael Charles",10,5,8,9,5,4,2,1,0,0,0,0,1,0,0,0,7,45,23,18,3,0,1,45,51.11111111,40,6.666666667,0,2.222222222
201303,Spring 2014,PEOL,285,PEOL285,37274,"Strong, Michael Charles",4,4,5,8,7,5,6,3,2,0,1,0,0,0,0,0,9,45,13,20,11,1,0,45,28.88888889,44.44444444,24.44444444,2.222222222,0
201301,Fall 2013,PEOL,451,PEOL451,15683,"Dawson, Dustin Arthur",1,0,6,2,2,4,0,2,0,0,0,0,0,0,0,0,0,17,7,8,2,0,0,17,41.17647059,47.05882353,11.76470588,0,0
201303,Spring 2014,PEOL,453,PEOL453,37283,"Strong, Michael Charles",1,1,2,1,4,2,3,3,0,1,0,0,0,0,0,0,0,18,4,7,6,1,0,18,22.22222222,38.88888889,33.33333333,5.555555556,0
201302,Winter 2014,PEOL,455,PEOL455,25989,"Johnson, Mark",2,2,5,5,1,4,4,0,0,0,0,0,0,0,0,0,0,23,9,10,4,0,0,23,39.13043478,43.47826087,17.39130435,0,0
201301,Fall 2013,PHIL,101,PHIL101,15725,"Schultz, Lucy Christine",1,18,32,42,50,49,27,8,13,3,0,1,2,17,3,3,4,269,51,141,48,4,2,246,20.73170732,57.31707317,19.51219512,1.62601626,0.81300813
201303,Spring 2014,PHIL,101,PHIL101,37332,"Johnson, Mark",0,4,9,2,4,4,2,3,0,0,0,0,0,6,0,0,2,34,13,10,5,0,0,28,46.42857143,35.71428571,17.85714286,0,0
201401,Fall 2014,PHIL,101,PHIL101,14993,"Burke, Megan Mae",0,25,46,50,44,30,12,14,1,3,1,2,2,7,0,7,7,244,71,124,27,6,2,230,30.86956522,53.91304348,11.73913043,2.608695652,0.869565217
201402,Winter 2015,PHIL,101,PHIL101,26004,"Goehring, Billy",0,6,2,2,9,1,3,4,0,0,0,0,0,5,1,0,2,33,8,12,7,0,0,27,29.62962963,44.44444444,25.92592593,0,0
201403,Spring 2015,PHIL,101,PHIL101,34846,"Johnson, Mark",0,4,7,10,5,2,0,3,0,0,0,0,1,0,0,0,2,32,11,17,3,0,1,32,34.375,53.125,9.375,0,3.125
201501,Fall 2015,PHIL,101,PHIL101,14912,"Eichler, Lauren",1,10,34,43,60,30,17,8,3,2,2,3,6,15,4,3,6,241,45,133,28,7,6,219,20.54794521,60.73059361,12.78538813,3.196347032,2.739726027
201502,Winter 2016,PHIL,101,PHIL101,24865,"Duvernoy, Russell J.",0,4,10,3,5,5,0,1,0,0,0,1,1,2,1,1,0,34,14,13,1,1,1,30,46.66666667,43.33333333,3.333333333,3.333333333,3.333333333
201301,Fall 2013,PHIL,102,PHIL102,16915,"Alfano, Mark Robert",0,2,7,8,7,5,3,0,0,0,0,0,1,0,0,0,0,33,9,20,3,0,1,33,27.27272727,60.60606061,9.090909091,0,3.03030303
201302,Winter 2014,PHIL,102,PHIL102,26028,"Burke, Megan Mae",1,20,29,41,54,35,19,42,12,5,6,3,8,19,3,1,10,298,50,130,73,14,8,275,18.18181818,47.27272727,26.54545455,5.090909091,2.909090909
201303,Spring 2014,PHIL,102,PHIL102,39790,"Pack, Justin",0,2,2,3,6,0,4,3,0,0,0,0,0,1,2,0,2,23,4,9,7,0,0,20,20,45,35,0,0
201304,Summer 2014,PHIL,102,PHIL102,47708,"Mayo, Philip Andrew",2,3,0,2,3,1,0,2,2,0,0,0,1,2,1,0,0,19,5,6,4,0,1,16,31.25,37.5,25,0,6.25
201401,Fall 2014,PHIL,102,PHIL102,15004,"Alfano, Mark Robert",0,2,0,2,6,4,6,6,0,0,0,0,1,7,2,0,0,36,2,12,12,0,1,27,7.407407407,44.44444444,44.44444444,0,3.703703704
201402,Winter 2015,PHIL,102,PHIL102,24840,"Skorburg, Joshua August",2,19,24,22,39,24,16,14,6,6,3,3,7,5,1,0,3,191,45,85,36,12,7,185,24.32432432,45.94594595,19.45945946,6.486486486,3.783783784
201403,Spring 2015,PHIL,102,PHIL102,34847,"Parzuchowski, Kimberley Dianne Phillips",0,4,6,3,10,4,0,3,1,0,1,0,1,1,0,0,1,34,10,17,4,1,1,33,30.3030303,51.51515152,12.12121212,3.03030303,3.03030303
201404,Summer 2015,PHIL,102,PHIL102,41768,"La Rochelle, Jon Frederick",0,4,1,2,0,2,1,0,0,0,0,0,0,1,1,0,4,12,5,4,1,0,0,10,50,40,10,0,0
201501,Fall 2015,PHIL,102,PHIL102,14923,"Stocker, Susan Sylar",0,4,7,9,6,2,2,1,1,0,1,0,0,0,0,0,0,33,11,17,4,1,0,33,33.33333333,51.51515152,12.12121212,3.03030303,0
201502,Winter 2016,PHIL,102,PHIL102,24866,"Busk, Larry Alan",4,25,57,41,51,19,4,4,6,1,0,0,2,4,0,1,10,219,86,111,14,1,2,214,40.18691589,51.86915888,6.542056075,0.46728972,0.934579439
201503,Spring 2016,PHIL,102,PHIL102,34829,"Lundquist, Caroline Rebecca",0,5,7,3,7,4,1,1,2,0,0,0,1,2,1,0,1,34,12,14,4,0,1,31,38.70967742,45.16129032,12.90322581,0,3.225806452
201504,Summer 2016,PHIL,102,PHIL102,41735,"Vallega-Neu, Daniela",3,7,4,2,0,1,3,2,0,0,0,1,0,1,0,0,0,24,14,3,5,1,0,23,60.86956522,13.04347826,21.73913043,4.347826087,0
201302,Winter 2014,PHIL,103,PHIL103,26041,"Marvin, Amy Rose",0,22,25,34,12,7,6,3,0,0,0,1,0,4,0,2,2,116,47,53,9,1,0,110,42.72727273,48.18181818,8.181818182,0.909090909,0
201303,Spring 2014,PHIL,103,PHIL103,38959,"Hayes, Shannon Ashley",0,9,3,7,1,2,5,1,0,0,0,0,2,1,0,0,0,31,12,10,6,0,2,30,40,33.33333333,20,0,6.666666667
201401,Fall 2014,PHIL,103,PHIL103,16418,"Vallega-Neu, Daniela",1,6,9,4,7,1,1,0,1,0,0,0,0,3,0,0,0,33,16,12,2,0,0,30,53.33333333,40,6.666666667,0,0
201402,Winter 2015,PHIL,103,PHIL103,24853,"Kerr, Joshua D.",1,8,16,16,20,10,11,12,8,1,0,0,2,2,5,0,5,112,25,46,31,1,2,105,23.80952381,43.80952381,29.52380952,0.952380952,1.904761905
201403,Spring 2015,PHIL,103,PHIL103,34848,"Duvernoy, Russell J.",0,8,8,5,6,1,1,2,0,1,0,1,0,1,1,0,0,35,16,12,3,2,0,33,48.48484848,36.36363636,9.090909091,6.060606061,0
201501,Fall 2015,PHIL,103,PHIL103,14924,"Vallega-Neu, Daniela",0,3,10,9,5,2,1,1,0,0,0,0,0,1,0,0,1,32,13,16,2,0,0,31,41.93548387,51.61290323,6.451612903,0,0
201502,Winter 2016,PHIL,103,PHIL103,24877,"Akbar Akhgari, Paria",2,5,14,25,23,13,12,5,2,0,0,0,1,10,0,0,4,112,21,61,19,0,1,102,20.58823529,59.80392157,18.62745098,0,0.980392157
201503,Spring 2016,PHIL,103,PHIL103,34830,"Akbar Akhgari, Paria",0,4,4,6,6,6,2,2,1,0,0,0,0,2,0,0,1,33,8,18,5,0,0,31,25.80645161,58.06451613,16.12903226,0,0
201504,Summer 2016,PHIL,103,PHIL103,42240,"Vallega, Alejandro",0,1,0,5,5,0,3,1,2,1,0,0,0,4,0,1,5,23,1,10,6,1,0,18,5.555555556,55.55555556,33.33333333,5.555555556,0
201301,Fall 2013,PHIL,110,PHIL110,15739,"Simpson, Celena Maureen",0,29,47,66,56,48,28,9,5,2,1,0,2,23,3,5,9,324,76,170,42,3,2,293,25.93856655,58.02047782,14.33447099,1.023890785,0.682593857
201302,Winter 2014,PHIL,110,PHIL110,27116,"Morar, Nicolae C.",0,2,4,10,7,2,3,0,0,0,0,1,1,2,1,0,1,33,6,19,3,1,1,30,20,63.33333333,10,3.333333333,3.333333333
201401,Fall 2014,PHIL,110,PHIL110,15005,"Rognlie, Dana Lauren",0,27,35,50,57,46,19,18,4,4,3,2,2,31,2,0,11,300,62,153,41,9,2,267,23.22097378,57.30337079,15.35580524,3.370786517,0.74906367
201402,Winter 2015,PHIL,110,PHIL110,24862,"Stocker, Susan Sylar",0,2,0,3,5,4,1,4,3,1,0,0,3,5,0,0,1,31,2,12,8,1,3,26,7.692307692,46.15384615,30.76923077,3.846153846,11.53846154
201501,Fall 2015,PHIL,110,PHIL110,14925,"Baines, Brock",5,42,40,49,56,24,19,11,3,2,1,0,6,6,0,1,5,265,87,129,33,3,6,258,33.72093023,50,12.79069767,1.162790698,2.325581395
201502,Winter 2016,PHIL,110,PHIL110,24882,"Duvernoy, Russell J.",0,6,4,10,3,5,3,1,1,0,0,0,0,2,0,0,0,35,10,18,5,0,0,33,30.3030303,54.54545455,15.15151515,0,0
201503,Spring 2016,PHIL,110,PHIL110,35862,"Hayes, Shannon Ashley",0,2,11,4,4,2,0,2,1,0,1,0,2,2,0,0,1,31,13,10,3,1,2,29,44.82758621,34.48275862,10.34482759,3.448275862,6.896551724
201504,Summer 2016,PHIL,110,PHIL110,42241,"Reynolds, Alan Preston",0,1,4,5,3,0,2,1,0,0,0,0,2,2,1,1,6,22,5,8,3,0,2,18,27.77777778,44.44444444,16.66666667,0,11.11111111
201303,Spring 2014,PHIL,120,PHIL120,37334,"Craig, David Alexander",0,6,2,8,6,8,2,0,1,0,0,0,0,1,1,0,2,35,8,22,3,0,0,33,24.24242424,66.66666667,9.090909091,0,0
201303,Spring 2014,PHIL,120,PHIL120,39785,"La Rochelle, Jon Frederick",2,13,8,1,5,3,0,0,1,0,0,0,0,0,1,0,2,34,23,9,1,0,0,33,69.6969697,27.27272727,3.03030303,0,0
201402,Winter 2015,PHIL,120,PHIL120,26005,"Morar, Nicolae C.",0,2,1,5,7,4,2,3,3,1,1,1,1,0,0,0,2,31,3,16,8,3,1,31,9.677419355,51.61290323,25.80645161,9.677419355,3.225806452
201403,Spring 2015,PHIL,120,PHIL120,34849,"Kerr, Joshua D.",0,6,11,15,28,22,7,9,4,2,0,1,2,5,3,1,4,116,17,65,20,3,2,107,15.88785047,60.74766355,18.69158879,2.803738318,1.869158879
201501,Fall 2015,PHIL,120,PHIL120,16214,"Stocker, Susan Sylar",1,6,6,9,4,4,2,0,0,1,0,0,1,0,0,0,1,34,13,17,2,1,1,34,38.23529412,50,5.882352941,2.941176471,2.941176471
201503,Spring 2016,PHIL,120,PHIL120,34831,"Koopman, Colin Wiebren",0,26,19,17,21,11,4,2,6,1,2,0,1,2,1,3,3,116,45,49,12,3,1,110,40.90909091,44.54545455,10.90909091,2.727272727,0.909090909
201302,Winter 2014,PHIL,123,PHIL123,26050,"Koopman, Colin Wiebren",0,11,15,4,9,6,0,3,1,0,0,1,1,2,0,0,1,53,26,19,4,1,1,51,50.98039216,37.25490196,7.843137255,1.960784314,1.960784314
201402,Winter 2015,PHIL,123,PHIL123,24863,"Billingsley, Amy Rose",0,8,16,12,13,5,6,1,1,0,0,1,2,1,1,1,5,68,24,30,8,1,2,65,36.92307692,46.15384615,12.30769231,1.538461538,3.076923077
201502,Winter 2016,PHIL,123,PHIL123,24884,"Baines, Brock",0,0,3,8,8,4,3,1,0,0,1,0,0,1,1,1,2,31,3,20,4,1,0,28,10.71428571,71.42857143,14.28571429,3.571428571,0
201503,Spring 2016,PHIL,123,PHIL123,36470,"Brence, Steven Barry",3,4,1,3,2,8,5,0,2,0,0,0,0,3,0,1,1,32,8,13,7,0,0,28,28.57142857,46.42857143,25,0,0
201301,Fall 2013,PHIL,130,PHIL130,18140,"Simpson, Celena Maureen",0,8,24,7,28,18,5,6,3,1,0,0,5,7,0,0,4,112,32,53,14,1,5,105,30.47619048,50.47619048,13.33333333,0.952380952,4.761904762
201304,Summer 2014,PHIL,130,PHIL130,47707,"Pack, Justin",0,1,4,8,8,1,1,0,0,0,0,0,0,3,1,0,0,27,5,17,1,0,0,23,21.73913043,73.91304348,4.347826087,0,0
201401,Fall 2014,PHIL,130,PHIL130,15018,"Billingsley, Amy Rose",0,8,5,4,7,4,1,0,1,0,0,0,0,3,0,1,2,34,13,15,2,0,0,30,43.33333333,50,6.666666667,0,0
201402,Winter 2015,PHIL,130,PHIL130,26006,"Busk, Larry Alan",0,5,5,9,10,3,1,0,0,0,0,0,0,1,1,0,0,35,10,22,1,0,0,33,30.3030303,66.66666667,3.03030303,0,0
201403,Spring 2015,PHIL,130,PHIL130,35932,"La Rochelle, Jon Frederick",1,5,2,6,6,4,5,1,1,0,1,1,0,1,0,0,1,34,8,16,7,2,0,33,24.24242424,48.48484848,21.21212121,6.060606061,0
201404,Summer 2015,PHIL,130,PHIL130,41769,"Brence, Steven Barry",0,0,2,6,2,1,1,0,0,0,0,0,1,0,0,0,0,13,2,9,1,0,1,13,15.38461538,69.23076923,7.692307692,0,7.692307692
201501,Fall 2015,PHIL,130,PHIL130,14938,"Hayes, Shannon Ashley",1,13,7,13,23,12,5,7,2,0,0,0,1,4,2,0,1,90,21,48,14,0,1,84,25,57.14285714,16.66666667,0,1.19047619
201502,Winter 2016,PHIL,130,PHIL130,24889,"Kerr, Joshua D.",0,14,6,1,2,3,1,2,2,0,0,0,2,0,0,1,1,34,20,6,5,0,2,33,60.60606061,18.18181818,15.15151515,0,6.060606061
201503,Spring 2016,PHIL,130,PHIL130,34836,"Christion Myers, Timothy Charles",1,4,14,6,3,1,0,0,0,0,0,0,0,5,0,0,1,34,19,10,0,0,0,29,65.51724138,34.48275862,0,0,0
201504,Summer 2016,PHIL,130,PHIL130,41736,"Parzuchowski, Kimberley Dianne Phillips",1,1,5,2,5,1,2,0,0,1,0,0,0,0,0,0,1,18,7,8,2,1,0,18,38.88888889,44.44444444,11.11111111,5.555555556,0
201302,Winter 2014,PHIL,170,PHIL170,28483,"Mann, Bonnie J.",0,4,4,2,8,0,2,2,0,0,0,0,0,6,1,0,2,29,8,10,4,0,0,22,36.36363636,45.45454545,18.18181818,0,0
201303,Spring 2014,PHIL,170,PHIL170,37337,"Ibrahimhakkioglu, Fulden",0,12,37,50,79,47,25,17,7,5,2,2,2,22,3,0,14,310,49,176,49,9,2,285,17.19298246,61.75438596,17.19298246,3.157894737,0.701754386
201304,Summer 2014,PHIL,170,PHIL170,47291,"Burke, Megan Mae",0,4,4,0,3,0,1,1,0,1,0,0,0,2,0,0,4,16,8,3,2,1,0,14,57.14285714,21.42857143,14.28571429,7.142857143,0
201401,Fall 2014,PHIL,170,PHIL170,16420,"Mayfield, Teri Lynn",0,4,5,3,13,0,1,1,0,0,0,0,0,7,0,0,1,34,9,16,2,0,0,27,33.33333333,59.25925926,7.407407407,0,0
201402,Winter 2015,PHIL,170,PHIL170,26007,"Mann, Bonnie J.",3,2,13,7,2,1,0,0,1,0,1,0,0,5,0,0,1,35,18,10,1,1,0,30,60,33.33333333,3.333333333,3.333333333,0
201403,Spring 2015,PHIL,170,PHIL170,34851,"Logan, Katherine Diane",0,43,68,57,48,37,13,18,5,4,3,2,17,32,9,2,17,358,111,142,36,9,17,315,35.23809524,45.07936508,11.42857143,2.857142857,5.396825397
201404,Summer 2015,PHIL,170,PHIL170,41770,"Busk, Larry Alan",1,5,4,2,4,1,0,0,0,0,0,0,0,1,0,0,0,18,10,7,0,0,0,17,58.82352941,41.17647059,0,0,0
201501,Fall 2015,PHIL,170,PHIL170,14939,"Mann, Bonnie J.",0,5,3,5,6,4,1,1,2,0,1,0,0,2,1,2,0,33,8,15,4,1,0,28,28.57142857,53.57142857,14.28571429,3.571428571,0
201503,Spring 2016,PHIL,170,PHIL170,34837,"Cook, Anna Helen",0,30,52,40,36,39,12,13,13,2,3,1,3,11,4,1,13,260,82,115,38,6,3,244,33.60655738,47.13114754,15.57377049,2.459016393,1.229508197
201504,Summer 2016,PHIL,170,PHIL170,41737,"Brence, Steven Barry",0,1,4,4,5,2,0,0,1,1,0,0,1,1,0,0,2,20,5,11,1,1,1,19,26.31578947,57.89473684,5.263157895,5.263157895,5.263157895
201502,Winter 2016,PHIL,199,PHIL199,27111,"Zack, Naomi",0,3,3,4,5,2,0,2,0,0,0,0,1,0,0,1,1,21,6,11,2,0,1,20,30,55,10,0,5
201303,Spring 2014,PHIL,211,PHIL211,37350,"Warnek, Peter",1,5,12,12,4,5,2,1,0,0,0,3,1,3,1,2,4,52,18,21,3,3,1,46,39.13043478,45.65217391,6.52173913,6.52173913,2.173913043
201403,Spring 2015,PHIL,211,PHIL211,34864,"Hayes, Shannon Ashley",5,3,9,7,5,2,0,1,4,1,0,1,0,2,0,0,4,40,17,14,5,2,0,38,44.73684211,36.84210526,13.15789474,5.263157895,0
201501,Fall 2015,PHIL,211,PHIL211,16215,"Vallega-Neu, Daniela",1,7,5,3,6,4,2,1,0,0,0,0,1,3,1,0,0,34,13,13,3,0,1,30,43.33333333,43.33333333,10,0,3.333333333
201503,Spring 2016,PHIL,211,PHIL211,34853,"Simpson, Celena Maureen",1,2,8,4,8,6,3,2,2,1,0,1,7,4,2,0,2,51,11,18,7,2,7,45,24.44444444,40,15.55555556,4.444444444,15.55555556
201303,Spring 2014,PHIL,213,PHIL213,39916,"Reynolds, Alan Preston",0,1,3,1,2,0,1,0,1,0,0,0,1,1,0,0,1,11,4,3,2,0,1,10,40,30,20,0,10
